AnimalID,Name,Species,BirthDate,Gender,Weight
392,"Otter, african clawless",Aonyx capensis,10/18/2003,Female,837.31
393,"Stork, white-necked",Ciconia episcopus,6/29/2017,Female,843.19
394,"Wombat, common",Vombatus ursinus,2/6/1994,Female,97.67
395,"Jackal, golden",Canis aureus,1/4/1991,Male,124.22
396,"Cat, jungle",Felis chaus,11/4/1996,Female,153.09
397,"Cat, civet",Bassariscus astutus,5/31/1993,Male,371.56
398,"Nutcracker, clark's",Nucifraga columbiana,1/5/2020,Male,721.46
399,"Deer, red",Cervus elaphus,10/11/2001,Male,859.1
400,Roseat flamingo,Phoenicopterus ruber,12/12/2020,Female,123.25
401,"Wildebeest, blue",Connochaetus taurinus,6/21/1998,Male,38.33
402,European stork,Ciconia ciconia,3/6/1996,Male,501.25
403,Brazilian tapir,Tapirus terrestris,4/17/2018,Male,496.65
404,Long-tailed skua,Stercorarius longicausus,7/16/2002,Male,450.97
405,Springbok,Antidorcas marsupialis,2/3/2000,Male,79.81
406,"Lion, asian",Panthera leo persica,11/4/2010,Male,344.92
407,Asian water buffalo,Bubalus arnee,8/1/1997,Female,879.49
408,Agouti,Dasyprocta leporina,2/21/2000,Female,485.63
409,"Macaw, scarlet",Ara macao,4/24/2013,Male,119.44
410,"Lion, galapagos sea",Zalophus californicus,6/4/2004,Female,854.81
411,Wild water buffalo,Bubalus arnee,7/2/2023,Male,153.35
412,"Crow, pied",Corvus albus,3/23/2009,Male,939.31
413,Spotted hyena,Crocuta crocuta,4/20/2023,Male,409.16
414,"Kookaburra, laughing",Dacelo novaeguineae,10/9/2010,Female,656.84
415,Brindled gnu,Connochaetus taurinus,1/27/1991,Female,626.22
416,Southern screamer,Chauna torquata,6/24/1999,Female,4.53
417,"Fox, crab-eating",Dusicyon thous,4/13/2008,Male,250.17
418,"Bird, secretary",Sagittarius serpentarius,6/3/2003,Female,953.86
419,European red squirrel,Sciurus vulgaris,7/21/2010,Female,338.37
420,White-fronted bee-eater,Merops bullockoides,8/6/2015,Female,531.61
421,"Pelican, great white",Pelecans onocratalus,11/14/2022,Male,542.76
422,Mule deer,Odocoileus hemionus,3/4/2022,Male,52.46
423,"Stork, openbill",Anastomus oscitans,8/14/2014,Female,870.48
424,"Owl, madagascar hawk",Ninox superciliaris,5/6/1995,Male,479.63
425,Madagascar fruit bat,Pteropus rufus,5/20/2017,Male,117.01
426,"Langur, gray",Semnopithecus entellus,4/4/1993,Male,591.23
427,"Lemming, collared",Dicrostonyx groenlandicus,2/10/2005,Male,257.81
428,"Tortoise, burmese black mountain",Manouria emys,9/3/1995,Female,827.05
429,"Sheathbill, snowy",Chionis alba,11/24/1995,Male,135.04
430,"Grenadier, purple",Uraeginthus granatina,7/4/1994,Female,874.89
431,Civet cat,Bassariscus astutus,3/15/2023,Male,731.55
432,"Macaw, scarlet",Ara macao,9/14/1996,Male,607.59
433,Savanna baboon,Papio cynocephalus,8/17/1991,Male,363.46
434,Ring-tailed possum,Pseudocheirus peregrinus,10/16/2020,Male,508.73
435,"Cat, jungle",Felis chaus,10/30/2022,Male,406.6
436,Agile wallaby,Macropus agilis,12/11/1993,Female,142.6
437,Red-shouldered glossy starling,Lamprotornis nitens,3/3/2002,Male,942.11
438,White-headed vulture,Aegypius occipitalis,7/30/2008,Female,642.73
439,"Bird, secretary",Sagittarius serpentarius,9/4/1993,Female,603.77
440,Chacma baboon,Papio ursinus,7/6/1990,Female,708.6
441,"Macaque, bonnet",Macaca radiata,10/4/2004,Female,476.55
442,Blue peacock,Pavo cristatus,12/5/2018,Female,840.81
443,"Tarantula, salmon pink bird eater",Lasiodora parahybana,12/11/1996,Female,187.08
444,Black-throated butcher bird,Cracticus nigroagularis,4/30/2024,Female,458.31
445,"Wagtail, african pied",Motacilla aguimp,12/31/2013,Male,858.75
446,Common pheasant,Phasianus colchicus,2/5/1999,Male,557.99
447,Blue peacock,Pavo cristatus,10/27/2015,Male,820.08
448,"Hornbill, leadbeateri's ground",Bucorvus leadbeateri,12/23/1998,Male,952.04
449,"Tortoise, indian star",Geochelone elegans,7/26/2014,Male,403.17
450,Red-winged blackbird,Agelaius phoeniceus,7/17/2001,Male,759.63
451,Ring-necked pheasant,Phasianus colchicus,10/26/2012,Male,391.95
452,Whip-tailed wallaby,Macropus parryi,3/22/2023,Female,352.56
453,African ground squirrel (unidentified),Xerus sp.,4/25/2019,Female,756.22
454,Great white pelican,Pelecans onocratalus,9/11/2000,Female,515.49
455,Rock dove,Columba livia,2/16/1996,Female,819.97
456,"Bat, little brown",Myotis lucifugus,4/6/2001,Male,695.53
457,Llama,Lama glama,3/5/2001,Female,453.1
458,"Cat, native",Dasyurus viverrinus,10/31/2011,Male,68.16
459,Snowy owl,Nyctea scandiaca,4/28/2011,Male,671.0
460,Ring-tailed lemur,Lemur catta,8/16/1999,Female,262.45
461,Nubian bee-eater,Merops nubicus,7/17/1994,Male,140.44
462,"Skunk, striped",Mephitis mephitis,7/28/1998,Male,666.77
463,Chuckwalla,Sauromalus obesus,9/28/1997,Female,121.28
464,Long-tailed spotted cat,Felis wiedi or Leopardus weidi,6/5/1994,Male,363.34
465,Indian star tortoise,Geochelone elegans,9/15/2001,Female,186.22
466,"Whale, long-finned pilot",Globicephala melas,2/25/2015,Male,331.78
467,Tasmanian devil,Sarcophilus harrisii,5/31/2007,Female,806.31
468,Black-necked stork,Ephippiorhynchus mycteria,10/2/1992,Male,890.79
469,"Rat, desert kangaroo",Dipodomys deserti,6/4/1990,Male,836.23
470,Southern lapwing,Vanellus chilensis,11/29/1997,Female,54.26
471,Seven-banded armadillo,Dasypus septemcincus,5/7/2020,Male,439.3
472,Lily trotter,Actophilornis africanus,3/20/1994,Male,568.86
473,"Mynah, indian",Acridotheres tristis,4/30/2020,Female,441.63
474,Springbuck,Antidorcas marsupialis,5/22/2013,Female,49.99
475,"Rhinoceros, white",Ceratotherium simum,1/27/2003,Female,202.77
476,Tokay gecko,Gekko gecko,7/25/2015,Male,81.51
477,"Robin, kalahari scrub",Certotrichas paena,1/24/2007,Female,463.76
478,"Skua, long-tailed",Stercorarius longicausus,12/27/2023,Male,897.4
479,Indian jackal,Canis aureus,11/10/1999,Male,127.1
480,"Kangaroo, red",Macropus rufus,12/6/2008,Female,335.82
481,"Fox, savanna",Dusicyon thous,4/6/2010,Female,859.71
482,"Buffalo, asian water",Bubalus arnee,12/11/2007,Female,554.49
483,"Dragon, frilled",Chlamydosaurus kingii,6/10/2009,Female,743.3
484,Eastern diamondback rattlesnake,Crotalus adamanteus,6/17/2021,Male,294.53
485,"Gull, lava",Larus fuliginosus,1/8/2014,Female,469.71
486,Crimson-breasted shrike,Laniaurius atrococcineus,10/26/2004,Female,569.49
487,Asian false vampire bat,Megaderma spasma,5/21/2024,Male,284.12
488,"Cockatoo, slender-billed",Cacatua tenuirostris,9/30/2009,Male,300.77
489,"Puma, south american",Felis concolor,6/4/1999,Male,854.84
490,"Sloth, hoffman's",Choloepus hoffmani,11/17/1996,Male,741.15
491,Red squirrel,Tamiasciurus hudsonicus,4/6/2007,Male,401.24
492,"Bear, sloth",Melursus ursinus,2/23/2015,Female,861.55
493,"Baboon, savanna",Papio cynocephalus,12/9/1992,Male,909.74
494,Collared lizard,Crotaphytus collaris,11/11/2002,Male,922.93
495,"Hawk, ferruginous",Buteo regalis,6/28/1994,Female,516.93
496,Kalahari scrub robin,Certotrichas paena,1/7/2011,Male,967.25
497,Wild boar,Sus scrofa,7/18/2019,Male,308.6
498,"Wallaby, agile",Macropus agilis,8/16/2009,Female,698.18
499,"Bunting, crested",Melophus lathami,8/8/2019,Male,245.61
500,"Crow, house",Corvus brachyrhynchos,3/24/2008,Male,586.34
501,American Virginia opossum,Didelphis virginiana,4/18/2008,Female,803.21
502,Southern right whale,Eubalaena australis,7/3/2007,Male,832.22
503,"Lark, horned",Eremophila alpestris,1/23/2003,Male,704.49
504,"Weaver, white-browed sparrow",Plocepasser mahali,5/18/2018,Female,51.24
505,Laughing dove,Streptopelia senegalensis,2/5/2019,Female,748.69
506,"Phascogale, red-tailed",Phascogale calura,5/28/2002,Male,468.83
507,"Kangaroo, eastern grey",Macropus giganteus,4/2/2015,Female,566.16
508,"Anteater, giant",Myrmecophaga tridactyla,5/12/2002,Female,449.85
509,Blue duck,Hymenolaimus malacorhynchus,8/18/2009,Female,660.49
510,"Starling, superb",Lamprotornis superbus,7/5/2012,Female,228.93
511,"Heron, boat-billed",Cochlearius cochlearius,5/27/2005,Female,734.73
512,Black-tailed tree creeper,Climacteris melanura,3/1/2018,Female,164.47
513,"Crow, pied",Corvus albus,7/14/2007,Female,417.72
514,Common zorro,Dusicyon thous,3/5/2021,Male,626.81
515,"Lapwing, southern",Vanellus chilensis,12/19/2003,Female,465.49
516,White-browed owl,Ninox superciliaris,1/25/2021,Female,859.39
517,"Trumpeter, green-winged",Psophia viridis,8/12/1999,Female,682.15
518,"Baboon, yellow",Papio cynocephalus,9/5/2012,Female,162.52
519,Caracara (unidentified),unavailable,6/22/2007,Male,171.12
520,Common langur,Semnopithecus entellus,2/13/2021,Female,922.49
521,"Heron, gray",Ardea cinerea,8/8/2017,Female,24.33
522,"Eagle, crowned",Spizaetus coronatus,10/4/1997,Female,722.9
523,Dama wallaby,Macropus eugenii,2/20/2009,Female,799.73
524,Prehensile-tailed porcupine,Coendou prehensilis,9/24/2018,Male,415.24
525,"Fowl, helmeted guinea",Numida meleagris,9/14/2006,Male,635.75
526,Agouti,Dasyprocta leporina,8/24/1994,Male,835.11
527,Sacred ibis,Threskionis aethiopicus,7/9/1995,Male,545.75
528,"Monkey, bleeding heart",Theropithecus gelada,6/19/1995,Male,909.21
529,"Shelduck, european",Tadorna tadorna,4/8/1992,Female,817.94
530,"Cockatoo, roseate",Eolophus roseicapillus,10/6/2011,Male,380.45
531,"Hartebeest, coke's",Alcelaphus buselaphus cokii,12/13/2009,Male,638.54
532,Yellow-brown sungazer,Cordylus giganteus,1/5/2017,Female,623.56
533,Long-tailed jaeger,Stercorarius longicausus,3/21/1991,Female,687.52
534,Mara,Dolichitus patagonum,11/12/2006,Female,82.93
535,"Monitor, white-throated",Varanus albigularis,11/18/2008,Female,529.62
536,"Owl, snowy",Nyctea scandiaca,9/22/1991,Male,435.54
537,Long-crested hawk eagle,Lophoaetus occipitalis,7/9/2008,Female,989.71
538,"Sandgrouse, yellow-throated",Pterocles gutturalis,12/22/2007,Female,328.52
539,"Porcupine, tree",Coendou prehensilis,10/4/2014,Male,672.58
540,American buffalo,Bison bison,9/12/2001,Female,845.3
541,Gambel's quail,Callipepla gambelii,3/14/2015,Female,919.17
542,"Tapir, brazilian",Tapirus terrestris,1/13/2011,Female,486.09
543,"Trotter, lily",Actophilornis africanus,11/17/1999,Male,973.97
544,Sun gazer,Cordylus giganteus,6/14/2000,Male,373.77
545,Bushpig,Potamochoerus porcus,4/10/1994,Male,949.42
546,"Kangaroo, black-faced",Macropus fuliginosus,10/13/2013,Female,382.38
547,"Cormorant, javanese",Phalacrocorax niger,4/19/2003,Female,713.59
548,Ring-tailed possum,Pseudocheirus peregrinus,12/1/2001,Female,602.06
549,"Glider, squirrel",Petaurus norfolcensis,2/18/2012,Female,636.72
550,Common shelduck,Tadorna tadorna,9/5/2014,Male,397.56
551,Brush-tailed bettong,Bettongia penicillata,11/4/1996,Female,446.44
552,Netted rock dragon,Ctenophorus ornatus,2/23/1996,Male,689.26
553,Russian dragonfly,Libellula quadrimaculata,7/25/2007,Female,109.71
554,California sea lion,Zalophus californicus,2/2/2008,Male,759.84
555,Blue peacock,Pavo cristatus,8/11/1991,Female,558.98
556,Grey heron,Ardea cinerea,3/14/2010,Female,861.73
557,Tsessebe,Damaliscus lunatus,7/9/2013,Male,430.86
558,Slender-billed cockatoo,Cacatua tenuirostris,12/15/2004,Male,748.03
559,Tayra,Eira barbata,12/12/2000,Male,975.05
560,Sloth bear,Melursus ursinus,8/1/2002,Male,92.83
561,"Tarantula, salmon pink bird eater",Lasiodora parahybana,5/22/2002,Female,248.53
562,Madagascar hawk owl,Ninox superciliaris,10/20/2016,Male,58.66
563,Bird (unidentified),unavailable,4/22/1991,Female,289.33
564,"Elephant, asian",Elephas maximus bengalensis,10/19/2000,Female,897.92
565,Greater flamingo,Phoenicopterus ruber,7/25/2013,Male,980.48
566,"Quoll, eastern",Dasyurus viverrinus,9/1/1994,Female,182.58
567,Sambar,Cervus unicolor,6/8/1998,Female,833.5
568,"Snake, carpet",Morelia spilotes variegata,9/30/2000,Female,915.61
569,"Marmot, hoary",Marmota caligata,2/27/2023,Male,30.22
570,"Drongo, fork-tailed",Dicrurus adsimilis,1/8/2008,Female,952.09
571,"Lizard, collared",Crotaphytus collaris,8/23/2007,Female,986.65
572,Coqui partridge,Francolinus coqui,12/11/2013,Female,191.36
573,"Hornbill, southern ground",Bucorvus leadbeateri,10/6/1997,Male,313.75
574,Australian magpie,Gymnorhina tibicen,7/31/1999,Male,343.74
575,Javanese cormorant,Phalacrocorax niger,4/22/1998,Female,987.72
576,Buttermilk snake,Coluber constrictor,12/11/1992,Male,422.05
577,Northern phalarope,Phalaropus lobatus,8/17/2014,Male,227.47
578,"Antelope, four-horned",Tetracerus quadricornis,11/29/2011,Female,954.32
579,Bennett's wallaby,Macropus rufogriseus,3/8/2009,Female,808.47
580,"Gecko, barking",Phylurus milli,2/11/2018,Male,978.27
581,Javanese cormorant,Phalacrocorax niger,10/8/2011,Female,192.48
582,Tokay gecko,Gekko gecko,11/22/1990,Female,722.24
583,"Wallaby, dama",Macropus eugenii,7/23/1999,Female,426.95
584,Square-lipped rhinoceros,Ceratotherium simum,5/5/2013,Female,260.7
585,"Falcon, prairie",Falco mexicanus,3/6/2020,Male,719.14
586,"Boa, columbian rainbow",Epicrates cenchria maurus,6/14/2001,Male,183.65
587,"Dog, black-tailed prairie",Cynomys ludovicianus,2/5/2000,Female,330.79
588,Black-crowned night heron,Nycticorax nycticorax,4/5/2012,Female,841.89
589,"Viper, egyptian",Naja haje,8/9/2023,Female,583.16
590,Four-spotted skimmer,Libellula quadrimaculata,8/8/2015,Male,909.02
591,"Elephant, asian",Elephas maximus bengalensis,4/18/2002,Female,335.92
592,"Kangaroo, western grey",Macropus fuliginosus,9/6/2005,Female,847.23
593,Small Indian mongoose,Herpestes javanicus,12/21/2014,Male,532.17
594,"Snake, tiger",Notechis semmiannulatus,5/11/2010,Male,787.01
595,"Hornbill, leadbeateri's ground",Bucorvus leadbeateri,9/7/2023,Male,822.8
596,Malleefowl,Leipoa ocellata,3/5/1998,Female,140.56
597,"Boa, cook's tree",Corallus hortulanus cooki,8/29/2003,Male,321.42
598,"Egret, great",Casmerodius albus,6/10/1991,Female,121.37
599,"Gecko, barking",Phylurus milli,1/6/1998,Male,627.07
600,Long-crested hawk eagle,Lophoaetus occipitalis,12/8/2004,Female,213.55
601,"Boa, cook's tree",Corallus hortulanus cooki,12/2/2006,Female,608.59
602,"Flycatcher, tyrant",Myiarchus tuberculifer,3/2/2012,Male,126.05
603,"Beaver, european",Castor fiber,11/25/1996,Female,278.74
604,Plains zebra,Equus burchelli,3/10/2011,Male,799.3
605,Polar bear,Ursus maritimus,12/21/2012,Female,178.23
606,"Weaver, white-browed sparrow",Plocepasser mahali,12/1/2009,Male,243.17
607,Common turkey,Meleagris gallopavo,6/14/1993,Female,377.35
608,"Zorro, azara's",Pseudalopex gymnocercus,8/18/2000,Male,353.28
609,"Tortoise, galapagos",Geochelone elephantopus,8/3/2014,Male,372.15
610,American beaver,Castor canadensis,9/24/2010,Male,39.5
611,Silver-backed jackal,Canis mesomelas,3/5/1990,Male,307.81
612,"Armadillo, giant",Priodontes maximus,7/17/1999,Male,654.2
613,Cougar,Felis concolor,12/24/2022,Male,637.18
614,"Lizard, blue-tongued",Tiliqua scincoides,4/29/2024,Female,71.62
615,Tailless tenrec,Tenrec ecaudatus,3/17/1999,Female,883.29
616,Bohor reedbuck,Redunca redunca,2/26/1996,Male,934.77
617,"Hare, arctic",Lepus arcticus,11/27/1995,Female,918.43
618,"Lemur, sportive",Lepilemur rufescens,8/8/2019,Female,663.25
619,Boat-billed heron,Cochlearius cochlearius,12/31/2000,Female,368.83
620,"Opossum, american virginia",Didelphis virginiana,6/22/1993,Female,191.47
621,Red sheep,Ovis ammon,12/27/2016,Male,79.08
622,"Squirrel, nelson ground",Ammospermophilus nelsoni,1/28/2015,Female,586.91
623,Asiatic wild ass,Equus hemionus,10/10/2008,Female,466.94
624,Water monitor,Varanus salvator,6/10/2011,Male,938.62
625,Sarus crane,Grus antigone,1/24/1999,Female,306.94
626,Antelope ground squirrel,Ammospermophilus nelsoni,5/18/1997,Female,770.59
627,Ring dove,Columba palumbus,10/29/2022,Male,860.03
628,"Mongoose, javan gold-spotted",Herpestes javanicus,7/23/1993,Male,496.72
629,Gray rhea,Rhea americana,1/15/2002,Female,46.57
630,"Sloth, two-toed",Choloepus hoffmani,9/13/2012,Female,898.69
631,"Vulture, egyptian",Neophron percnopterus,9/23/2019,Female,886.54
632,"Siskin, pine",Carduelis pinus,11/19/2019,Male,752.66
633,"Crocodile, nile",Crocodylus niloticus,7/12/2001,Female,53.02
634,"Macaw, red and blue",Ara chloroptera,10/16/2009,Female,553.69
635,"Cockatoo, long-billed",Cacatua tenuirostris,1/6/2011,Female,880.52
636,Elegant crested tinamou,Eudromia elegans,7/31/2004,Male,580.86
637,Masked booby,Sula dactylatra,1/22/2011,Male,409.1
638,Hoffman's sloth,Choloepus hoffmani,6/3/2023,Male,104.7
639,Little cormorant,Phalacrocorax niger,3/27/2005,Female,826.56
640,"Fox, savanna",Dusicyon thous,8/16/2021,Male,498.79
641,Hyrax,Dendrohyrax brucel,1/23/2008,Male,748.54
642,South American puma,Felis concolor,9/10/1999,Female,299.62
643,Argalis,Ovis ammon,12/14/1990,Female,251.5
644,Grey heron,Ardea cinerea,5/18/2020,Female,371.36
645,Australian spiny anteater,Tachyglossus aculeatus,12/15/2003,Female,405.19
646,Green-backed heron,Butorides striatus,12/1/2008,Female,823.09
647,Gulls (unidentified),Larus sp.,7/25/2004,Female,352.2
648,Eastern dwarf mongoose,Helogale undulata,2/3/2021,Female,256.24
649,"Stork, jabiru",Ephippiorhynchus mycteria,11/26/1990,Male,566.27
650,Mudskipper (unidentified),unavailable,2/10/1996,Female,475.55
651,Violet-crested turaco,Tauraco porphyrelophus,1/26/2006,Female,722.22
652,Tawny eagle,Anitibyx armatus,6/8/2008,Female,816.88
653,"Insect, stick",Leprocaulinus vipera,12/21/2023,Male,778.28
654,"Squirrel, richardson's ground",Spermophilus richardsonii,9/12/2011,Female,841.24
655,Common wombat,Vombatus ursinus,3/23/1998,Female,589.95
656,European badger,Meles meles,9/8/2023,Male,74.69
657,"Lourie, grey",Lorythaixoides concolor,9/27/2014,Male,811.53
658,African lynx,Felis caracal,10/25/2021,Male,412.21
659,"Seal, common",Phoca vitulina,10/21/2005,Female,276.64
660,Pale-throated three-toed sloth,Bradypus tridactylus,1/26/1992,Male,636.44
661,"Boar, wild",Sus scrofa,3/24/2011,Male,85.57
662,"Monitor, two-banded",Varanus salvator,8/23/2014,Female,58.59
663,"Gull, silver",Larus novaehollandiae,5/7/2020,Female,949.27
664,Impala,Aepyceros mylampus,6/25/2015,Female,898.98
665,Tree porcupine,Coendou prehensilis,4/15/2022,Male,211.21
666,Tsessebe,Damaliscus lunatus,11/3/1996,Female,10.33
667,"Racer, american",Coluber constrictor,2/26/1990,Female,342.56
668,Grison,Galictis vittata,9/29/1994,Male,139.21
669,"Vulture, egyptian",Neophron percnopterus,3/5/2010,Female,226.35
670,"Squirrel, indian giant",Ratufa indica,3/1/1991,Female,235.39
671,Slender loris,Loris tardigratus,5/22/2001,Male,964.87
672,Common ringtail,Pseudocheirus peregrinus,4/24/1999,Female,692.25
673,"Dragon, ornate rock",Ctenophorus ornatus,4/24/2024,Female,125.9
674,"Turtle, eastern box",Terrapene carolina,2/17/2020,Male,465.88
675,Smith's bush squirrel,Paraxerus cepapi,10/30/2022,Female,871.13
676,"Squirrel, african bush",Paraxerus cepapi,5/7/1999,Female,474.36
677,"Hawk-eagle, crowned",Spizaetus coronatus,4/18/2013,Female,786.75
678,Eastern indigo snake,Drymarchon corias couperi,5/17/2012,Male,25.39
679,"Squirrel, red",Tamiasciurus hudsonicus,11/18/2010,Male,803.77
680,Wild boar,Sus scrofa,4/23/2009,Male,269.15
681,African black crake,Limnocorax flavirostra,12/7/2003,Male,328.11
682,African black crake,Limnocorax flavirostra,6/14/2007,Female,400.25
683,Buttermilk snake,Coluber constrictor,7/18/1994,Male,778.2
684,"Sandgrouse, yellow-throated",Pterocles gutturalis,2/19/2014,Male,335.01
685,"Gorilla, western lowland",Gorilla gorilla,11/3/2002,Male,850.11
686,Slender-billed cockatoo,Cacatua tenuirostris,12/29/1998,Male,938.49
687,"Stork, painted",Mycteria leucocephala,10/21/2007,Male,749.61
688,Eagle owl (unidentified),Bubo sp.,3/2/2013,Male,59.33
689,Western bearded dragon,Amphibolurus barbatus,2/8/2022,Male,412.4
690,South African hedgehog,Erinaceus frontalis,12/1/2012,Male,230.61
691,Dassie,Dendrohyrax brucel,9/6/2021,Female,827.62
692,Sacred ibis,Threskionis aethiopicus,7/22/2017,Female,451.49
693,Dromedary camel,Camelus dromedarius,4/17/2012,Male,244.89
694,Bush dog,Speothos vanaticus,2/24/2014,Male,288.2
695,Cheetah,Acinynox jubatus,5/21/2023,Male,744.92
696,Tawny eagle,Anitibyx armatus,9/17/1995,Male,789.52
697,Antelope ground squirrel,Ammospermophilus nelsoni,7/19/1992,Female,582.65
698,"Otter, brazilian",Pteronura brasiliensis,6/7/2011,Female,21.12
699,"Flamingo, roseat",Phoenicopterus ruber,3/24/2009,Male,799.97
700,American badger,Taxidea taxus,3/13/1997,Male,757.72
701,Sea birds (unidentified),unavailable,6/27/1991,Male,360.86
702,Red-necked phalarope,Phalaropus lobatus,10/29/2022,Female,323.68
703,"Squirrel, african bush",Paraxerus cepapi,6/3/2009,Male,412.52
704,Thirteen-lined squirrel,Spermophilus tridecemlineatus,11/6/2001,Male,791.43
705,Pine snake (unidentified),Pituophis melanaleucus,6/22/2016,Female,485.72
706,Flightless cormorant,Nannopterum harrisi,1/1/1994,Male,968.85
707,"Cat, cape wild",Felis libyca,7/11/2001,Female,993.25
708,Canada goose,Branta canadensis,4/8/2017,Male,115.39
709,"Pie, indian tree",Dendrocitta vagabunda,10/22/2009,Male,315.37
710,Little heron,Butorides striatus,10/22/2017,Female,813.55
711,"Kookaburra, laughing",Dacelo novaeguineae,4/12/2006,Male,821.42
712,Wattled crane,Bugeranus caruncalatus,5/1/2000,Female,519.55
713,"Tern, arctic",Sterna paradisaea,1/22/2002,Male,81.44
714,White-mantled colobus,Colobus guerza,10/15/2018,Female,84.68
715,Indian peacock,Pavo cristatus,10/4/1998,Female,206.34
716,"Bleu, blue-breasted cordon",Uraeginthus angolensis,2/7/2019,Male,468.73
717,Blue shark,Prionace glauca,3/1/2009,Male,306.62
718,Bushbuck,Tragelaphus scriptus,2/15/2016,Male,378.26
719,Magnificent frigate bird,Fregata magnificans,8/31/2000,Male,297.96
720,Woodrat (unidentified),Neotoma sp.,7/15/2023,Female,610.67
721,"Weaver, chestnut",Ploceus rubiginosus,12/27/2001,Female,478.17
722,Radiated tortoise,Geochelone radiata,1/24/2010,Female,750.13
723,"Flamingo, greater",Phoenicopterus ruber,10/17/2003,Female,832.6
724,"Wallaby, red-necked",Macropus rufogriseus,1/27/2018,Female,405.81
725,Eurasian hoopoe,Upupa epops,2/20/1990,Female,330.0
726,Red and blue macaw,Ara chloroptera,4/9/1990,Female,661.78
727,Native cat,Dasyurus viverrinus,11/4/2009,Male,603.07
728,Red meerkat,Cynictis penicillata,2/5/1999,Male,330.77
729,Square-lipped rhinoceros,Ceratotherium simum,10/17/1993,Female,783.49
730,Huron,Galictis vittata,9/24/1994,Female,100.54
731,Common boubou shrike,Laniarius ferrugineus,1/6/1993,Female,171.11
732,Richardson's ground squirrel,Spermophilus richardsonii,9/21/2021,Male,28.86
733,Striated heron,Butorides striatus,12/30/2007,Female,806.96
734,"Fox, pampa gray",Pseudalopex gymnocercus,7/23/2006,Female,290.17
735,"Crab, sally lightfoot",Graspus graspus,7/17/1991,Female,71.02
736,Oriental short-clawed otter,Aonyx cinerea,4/12/2024,Female,59.87
737,Violet-crested turaco,Tauraco porphyrelophus,3/30/1992,Male,285.63
738,"Jaeger, long-tailed",Stercorarius longicausus,5/2/1995,Female,6.32
739,Greater blue-eared starling,Lamprotornis chalybaeus,10/12/2006,Female,544.32
740,"Booby, blue-footed",Sula nebouxii,9/28/2012,Female,826.87
741,Crested screamer,Chauna torquata,10/19/2021,Female,159.34
742,"Lion, mountain",Felis concolor,11/6/2024,Male,146.46
743,"Bird, pied butcher",Cracticus nigroagularis,11/12/2010,Female,923.77
744,Yellow-headed caracara,Milvago chimachima,4/3/2010,Female,942.16
745,"Fox, blue",Alopex lagopus,7/3/2024,Female,809.89
746,"Bird, pied butcher",Cracticus nigroagularis,7/30/1993,Female,985.65
747,Huron,Galictis vittata,1/16/1992,Female,126.0
748,"Wolf, mexican",Canis lupus baileyi,8/30/2005,Male,29.73
749,Paradoxure,Paradoxurus hermaphroditus,8/1/2014,Female,530.05
750,Onager,Equus hemionus,11/7/2010,Female,961.1
751,"Whale, baleen",Eubalaena australis,6/5/2016,Female,315.61
752,"Spoonbill, european",Platalea leucordia,4/18/2017,Male,813.1
753,"Capuchin, white-fronted",Cebus albifrons,1/15/1996,Male,305.94
754,"Sunbird, lesser double-collared",Nectarinia chalybea,10/25/2007,Female,538.53
755,Red deer,Cervus elaphus,9/11/1997,Male,67.9
756,Emerald-spotted wood dove,Turtur chalcospilos,1/14/2012,Female,159.2
757,"Viper, egyptian",Naja haje,8/24/1993,Male,774.24
758,"Tern, white-winged black",Chlidonias leucopterus,1/15/2017,Female,389.48
759,Carmine bee-eater,Merops nubicus,5/20/2004,Female,485.11
760,African lion,Panthera leo,12/24/2005,Female,746.78
761,"Bee-eater, white-fronted",Merops bullockoides,8/15/2016,Male,65.68
762,Magellanic penguin,Spheniscus magellanicus,3/13/2015,Male,11.49
763,Galapagos mockingbird,Nesomimus trifasciatus,9/28/1996,Female,571.57
764,Australian spiny anteater,Tachyglossus aculeatus,10/27/2007,Male,400.02
765,Bat-eared fox,Otocyon megalotis,4/16/2024,Female,532.6
766,Sea birds (unidentified),unavailable,7/18/2015,Female,113.43
767,"Nighthawk, common",Chordeiles minor,2/27/1990,Male,93.02
768,"Lion, southern sea",Otaria flavescens,2/25/2000,Male,512.78
769,"Bird, bare-faced go away",Lorythaixoides concolor,9/3/1996,Female,861.22
770,"Wapiti, elk,",Cervus canadensis,1/14/2023,Male,386.02
771,"Gull, silver",Larus novaehollandiae,12/20/2008,Male,763.76
772,"Gnu, brindled",Connochaetus taurinus,3/23/1995,Male,807.33
773,Butterfly (unidentified),unavailable,11/17/2009,Male,552.59
774,Comb duck,Sarkidornis melanotos,9/14/2009,Female,696.77
775,"Otter, cape clawless",Aonyx capensis,1/28/1995,Female,411.52
776,Square-lipped rhinoceros,Ceratotherium simum,7/14/2008,Female,214.72
777,Galapagos hawk,Buteo galapagoensis,9/4/2008,Female,122.67
778,Vine snake (unidentified),Oxybelis sp.,12/29/1991,Female,851.1
779,Red-breasted cockatoo,Eolophus roseicapillus,11/3/1997,Male,76.5
780,Sociable weaver,Philetairus socius,8/13/2018,Male,956.34
781,Lizard (unidentified),unavailable,8/10/2018,Female,792.14
782,"Elephant, african",Loxodonta africana,1/14/2013,Female,615.65
783,Cape white-eye,Zosterops pallidus,9/8/2003,Female,931.39
